rank,abbrv,country,eci_value,delta,year
91,LBY,Libya,-1.421021,-1,1981
92,IDN,Indonesia,-1.431622,1,1981
93,UGA,Uganda,-1.57735,-11,1981
94,GHA,Ghana,-1.678222,1,1981
95,CMR,Cameroon,-1.935311,1,1981
96,COG,Congo,-1.939551,3,1981
97,NGA,Nigeria,-2.022123,6,1981
98,DZA,Algeria,-2.057272,-26,1981
99,GAB,Gabon,-2.065195,-7,1981
100,PNG,Papua New Guinea,-2.135715,0,1981
101,AGO,Angola,-2.211146,-4,1981
102,SAU,Saudi Arabia,-2.370042,0,1981
103,GIN,Guinea,-2.676785,-2,1981
1,JPN,Japan,2.148654,0,1982
2,SWE,Sweden,2.041868,1,1982
3,CHE,Switzerland,2.014307,-1,1982
4,USA,United States,2.006496,0,1982
5,GBR,United Kingdom,1.877728,0,1982
6,AUT,Austria,1.718052,0,1982
7,ITA,Italy,1.710576,0,1982
8,FIN,Finland,1.661925,3,1982
9,FRA,France,1.641283,0,1982
10,CAN,Canada,1.638939,-2,1982
11,ISR,Israel,1.516309,2,1982
12,BEL,Belgium,1.428158,-2,1982
13,NOR,Norway,1.393232,3,1982
14,DNK,Denmark,1.352057,-2,1982
15,ESP,Spain,1.249959,4,1982
16,IRL,Ireland,1.23813,-2,1982
17,NLD,Netherlands,1.208672,3,1982
18,KOR,"Korea, Rep.",1.201085,-3,1982
19,POL,Poland,1.11232,-2,1982
20,HKG,Hong Kong,1.080318,-2,1982
21,PRT,Portugal,1.043852,0,1982
22,HUN,Hungary,0.9836193,0,1982
23,BGR,Bulgaria,0.8924888,5,1982
24,JOR,Jordan,0.8894538,-1,1982
25,ROU,Romania,0.8842987,1,1982
26,MEX,Mexico,0.8795674,-2,1982
27,SGP,Singapore,0.7711751,4,1982
28,LBN,Lebanon,0.6098139,-1,1982
29,KWT,Kuwait,0.6030743,16,1982
30,BRA,Brazil,0.5951518,8,1982
31,NZL,New Zealand,0.5806348,1,1982
32,URY,Uruguay,0.5079826,4,1982
33,CHN,China,0.4869937,-3,1982
34,GRC,Greece,0.4342927,1,1982
35,KHM,Cambodia,0.422476,-6,1982
36,IND,India,0.411552,-2,1982
37,TUR,Turkey,0.3977491,3,1982
38,MUS,Mauritius,0.3949818,-1,1982
39,COL,Colombia,0.3891014,9,1982
40,SLV,El Salvador,0.3729887,-1,1982
41,PAN,Panama,0.3652224,-8,1982
42,GTM,Guatemala,0.2667164,2,1982
43,AUS,Australia,0.2658348,-2,1982
44,ARG,Argentina,0.2537168,6,1982
45,TUN,Tunisia,0.2461961,-3,1982
46,ALB,Albania,0.2377492,3,1982
47,CRI,Costa Rica,0.1996657,0,1982
48,MAR,Morocco,0.1657554,5,1982
49,TTO,Trinidad and Tobago,0.1367548,13,1982
50,ZAF,South Africa,0.0936947,-7,1982
51,QAT,Qatar,0.0686954,-26,1982
52,VEN,Venezuela,0.0533226,23,1982
53,PAK,Pakistan,0.0122006,-2,1982
54,PHL,Philippines,0.0013362,4,1982
55,DOM,Dominican Republic,-0.0164351,-3,1982
56,PER,Peru,-0.0164942,1,1982
57,CHL,Chile,-0.0294212,-2,1982
58,THA,Thailand,-0.0741763,1,1982
59,JAM,Jamaica,-0.1075309,-5,1982
60,ZMB,Zambia,-0.1186603,12,1982
61,MYS,Malaysia,-0.1233022,0,1982
62,NIC,Nicaragua,-0.2608402,-2,1982
63,LKA,Sri Lanka,-0.2973839,4,1982
64,CUB,Cuba,-0.3442602,18,1982
65,SYR,Syrian Arab Republic,-0.4156961,-2,1982
66,VNM,Viet Nam,-0.430414,-2,1982
67,EGY,Egypt,-0.4354017,6,1982
68,SEN,Senegal,-0.4643019,-22,1982
69,HND,Honduras,-0.4900666,-3,1982
70,MOZ,Mozambique,-0.4973754,4,1982
71,MNG,Mongolia,-0.5391746,-15,1982
72,BOL,Bolivia,-0.5845668,-3,1982
73,BGD,Bangladesh,-0.6003448,-8,1982
74,ZWE,Zimbabwe,-0.6011035,-3,1982
75,DZA,Algeria,-0.6143039,23,1982
76,ECU,Ecuador,-0.7458611,7,1982
77,PRY,Paraguay,-0.7742592,0,1982
78,OMN,Oman,-0.8343804,-2,1982
79,MRT,Mauritania,-0.8813906,-1,1982
80,LBY,Libya,-0.9004157,11,1982
81,KEN,Kenya,-0.951309,-1,1982
82,ARE,United Arab Emirates,-0.9623781,-14,1982
83,CIV,Cote d'Ivoire,-1.005338,4,1982
84,LAO,Lao PDR,-1.014454,-3,1982
85,ETH,Ethiopia,-1.03397,-6,1982
86,LBR,Liberia,-1.056075,-1,1982
87,MLI,Mali,-1.095308,-17,1982
88,CMR,Cameroon,-1.134808,7,1982
89,SDN,Sudan,-1.208565,-5,1982
90,IDN,Indonesia,-1.28991,2,1982
91,TZA,Tanzania,-1.339564,-1,1982
92,MDG,Madagascar,-1.378396,-6,1982
93,UGA,Uganda,-1.384086,0,1982
94,COG,Congo,-1.407742,2,1982
95,IRN,Iran,-1.540415,-6,1982
96,GAB,Gabon,-1.673646,3,1982
97,MWI,Malawi,-1.717722,-9,1982
98,GHA,Ghana,-1.760123,-4,1982
99,PNG,Papua New Guinea,-1.924933,1,1982
100,AGO,Angola,-2.178116,1,1982
101,NGA,Nigeria,-2.466671,-4,1982
102,GIN,Guinea,-2.478611,1,1982
103,SAU,Saudi Arabia,-2.958421,-1,1982
1,JPN,Japan,2.107937,0,1983
2,SWE,Sweden,1.997357,0,1983
3,USA,United States,1.959977,1,1983
4,CHE,Switzerland,1.892357,-1,1983
5,AUT,Austria,1.786575,1,1983
6,GBR,United Kingdom,1.786352,-1,1983
7,FIN,Finland,1.753434,1,1983
8,ITA,Italy,1.714938,-1,1983
9,FRA,France,1.626675,0,1983
10,CAN,Canada,1.601345,0,1983
11,ISR,Israel,1.518661,0,1983
12,BEL,Belgium,1.479272,0,1983
13,DNK,Denmark,1.468895,1,1983
14,NOR,Norway,1.449479,-1,1983
15,ESP,Spain,1.343028,0,1983
16,IRL,Ireland,1.304978,0,1983
17,NLD,Netherlands,1.24807,0,1983
18,POL,Poland,1.184132,1,1983
19,PRT,Portugal,1.138494,2,1983
20,HKG,Hong Kong,1.111747,0,1983
21,KOR,"Korea, Rep.",1.109047,-3,1983
22,HUN,Hungary,1.076989,0,1983
23,ROU,Romania,1.064893,2,1983
24,BGR,Bulgaria,0.9782367,-1,1983
25,OMN,Oman,0.941916,53,1983
26,SGP,Singapore,0.8459313,1,1983
27,MEX,Mexico,0.8234917,-1,1983
28,NZL,New Zealand,0.7145633,3,1983
29,TUR,Turkey,0.6819583,8,1983
30,GRC,Greece,0.6780306,4,1983
31,VEN,Venezuela,0.6448343,21,1983
32,CHN,China,0.6398353,1,1983
33,JOR,Jordan,0.6394225,-9,1983
34,BRA,Brazil,0.5756633,-4,1983
35,TTO,Trinidad and Tobago,0.5745586,14,1983
36,URY,Uruguay,0.4754718,-4,1983
37,ALB,Albania,0.4278031,9,1983
38,TUN,Tunisia,0.423005,7,1983
39,KHM,Cambodia,0.2592775,-4,1983
40,AUS,Australia,0.219587,3,1983
41,PAN,Panama,0.2073462,0,1983
42,MUS,Mauritius,0.1914677,-4,1983
43,COL,Colombia,0.1761919,-4,1983
44,CRI,Costa Rica,0.1559393,3,1983
45,IND,India,0.1410763,-9,1983
46,ZAF,South Africa,0.1191723,4,1983
47,MAR,Morocco,0.1066749,1,1983
48,PHL,Philippines,0.0917952,6,1983
49,PAK,Pakistan,0.0864313,4,1983
50,CHL,Chile,0.0697785,7,1983
51,MYS,Malaysia,0.0462097,10,1983
52,ARG,Argentina,0.0425865,-8,1983
53,DOM,Dominican Republic,0.04104,2,1983
54,JAM,Jamaica,0.0188749,5,1983
55,THA,Thailand,-0.0115954,3,1983
56,PER,Peru,-0.0680615,0,1983
57,MOZ,Mozambique,-0.0911973,13,1983
58,LBN,Lebanon,-0.1251301,-30,1983
59,ARE,United Arab Emirates,-0.1582483,23,1983
60,GTM,Guatemala,-0.1981954,-18,1983
61,SEN,Senegal,-0.3255353,7,1983
62,CUB,Cuba,-0.3575934,2,1983
63,ZMB,Zambia,-0.3579617,-3,1983
64,HND,Honduras,-0.3603049,5,1983
65,EGY,Egypt,-0.403979,2,1983
66,SLV,El Salvador,-0.4306476,-26,1983
67,MNG,Mongolia,-0.4340509,4,1983
68,LKA,Sri Lanka,-0.4431115,-5,1983
69,BOL,Bolivia,-0.4751473,3,1983
70,DZA,Algeria,-0.4815857,5,1983
71,LBY,Libya,-0.4952213,9,1983
72,ZWE,Zimbabwe,-0.55204,2,1983
73,BGD,Bangladesh,-0.6414413,0,1983
74,VNM,Viet Nam,-0.7046537,-8,1983
75,PRY,Paraguay,-0.713123,2,1983
76,KWT,Kuwait,-0.7214025,-47,1983
77,KEN,Kenya,-0.7556142,4,1983
78,CIV,Cote d'Ivoire,-0.8294383,5,1983
79,LAO,Lao PDR,-0.8732463,5,1983
80,SYR,Syrian Arab Republic,-0.8908431,-15,1983
81,MLI,Mali,-0.9332897,6,1983
82,QAT,Qatar,-0.9888921,-31,1983
83,ETH,Ethiopia,-1.011309,2,1983
84,TZA,Tanzania,-1.05794,7,1983
85,IDN,Indonesia,-1.070895,5,1983
86,SDN,Sudan,-1.106692,3,1983
87,MDG,Madagascar,-1.119412,5,1983
88,NIC,Nicaragua,-1.141841,-26,1983
89,ECU,Ecuador,-1.208345,-13,1983
90,GHA,Ghana,-1.248292,8,1983
91,MWI,Malawi,-1.415445,6,1983
92,AGO,Angola,-1.45807,8,1983
93,UGA,Uganda,-1.578581,0,1983
94,GAB,Gabon,-1.584383,2,1983
95,LBR,Liberia,-1.611387,-9,1983
96,IRN,Iran,-1.701212,-1,1983
97,COG,Congo,-1.716276,-3,1983
98,MRT,Mauritania,-1.791484,-19,1983
99,CMR,Cameroon,-1.918801,-11,1983
100,GIN,Guinea,-2.091757,2,1983
101,NGA,Nigeria,-2.221752,0,1983
102,PNG,Papua New Guinea,-2.284463,-3,1983
103,SAU,Saudi Arabia,-2.602924,0,1983
1,JPN,Japan,2.06843,0,1984
2,SWE,Sweden,1.98106,0,1984
3,GBR,United Kingdom,1.936314,3,1984
4,CHE,Switzerland,1.919912,0,1984
5,FRA,France,1.782105,4,1984
6,AUT,Austria,1.762913,-1,1984
7,ITA,Italy,1.743944,1,1984
8,USA,United States,1.743609,-5,1984
9,FIN,Finland,1.637381,-2,1984
10,DNK,Denmark,1.590069,3,1984
11,BEL,Belgium,1.553805,1,1984
12,IRL,Ireland,1.443113,4,1984
13,NLD,Netherlands,1.418676,4,1984
14,NOR,Norway,1.323161,0,1984
15,ESP,Spain,1.286338,0,1984
16,HUN,Hungary,1.25197,6,1984
17,ISR,Israel,1.236125,-6,1984
18,POL,Poland,1.221842,0,1984
19,ROU,Romania,1.197517,4,1984
20,BGR,Bulgaria,1.169733,4,1984
21,KOR,"Korea, Rep.",1.103374,0,1984
22,CAN,Canada,1.087562,-12,1984
23,PRT,Portugal,0.9888549,-4,1984
24,HKG,Hong Kong,0.9372808,-4,1984
25,JOR,Jordan,0.8145496,8,1984
26,SGP,Singapore,0.7943418,0,1984
27,KWT,Kuwait,0.7896999,49,1984
28,NZL,New Zealand,0.7778832,0,1984
29,URY,Uruguay,0.6798008,7,1984
30,QAT,Qatar,0.6283271,52,1984
31,BRA,Brazil,0.6250243,3,1984
32,LBN,Lebanon,0.6239084,26,1984
33,ZAF,South Africa,0.5738965,13,1984
34,GRC,Greece,0.5718656,-4,1984
35,CHN,China,0.5211731,-3,1984
36,MEX,Mexico,0.5201353,-9,1984
37,AUS,Australia,0.404021,3,1984
38,IND,India,0.3971251,7,1984
39,PAN,Panama,0.3853419,2,1984
40,TUN,Tunisia,0.3243724,-2,1984
41,VEN,Venezuela,0.31963,-10,1984
42,CHL,Chile,0.2485957,8,1984
43,ALB,Albania,0.2475468,-6,1984
44,TUR,Turkey,0.2347035,-15,1984
45,ARG,Argentina,0.183877,7,1984
46,MYS,Malaysia,0.1833079,5,1984
47,COL,Colombia,0.1772154,-4,1984
48,PER,Peru,0.1671059,8,1984
49,ARE,United Arab Emirates,0.14971,10,1984
50,MNG,Mongolia,0.125619,17,1984
51,MUS,Mauritius,0.1230191,-9,1984
52,PAK,Pakistan,0.0730942,-3,1984
53,MAR,Morocco,0.0560185,-6,1984
54,MOZ,Mozambique,0.0420571,3,1984
55,THA,Thailand,0.0379084,0,1984
56,ZMB,Zambia,-0.0069689,7,1984
57,SYR,Syrian Arab Republic,-0.035621,23,1984
58,TTO,Trinidad and Tobago,-0.080952,-23,1984
59,EGY,Egypt,-0.1226331,6,1984
60,PHL,Philippines,-0.1449275,-12,1984
61,CUB,Cuba,-0.1999942,1,1984
62,VNM,Viet Nam,-0.2055288,12,1984
63,DZA,Algeria,-0.2991143,7,1984
64,DOM,Dominican Republic,-0.3107302,-11,1984
65,LKA,Sri Lanka,-0.395322,3,1984
66,BGD,Bangladesh,-0.402575,7,1984
67,CRI,Costa Rica,-0.4266994,-23,1984
68,LBY,Libya,-0.5323583,3,1984
69,MRT,Mauritania,-0.5640258,29,1984
70,SEN,Senegal,-0.6184788,-9,1984
71,JAM,Jamaica,-0.6294922,-17,1984
72,KEN,Kenya,-0.692247,5,1984
73,ZWE,Zimbabwe,-0.7001471,-1,1984
74,BOL,Bolivia,-0.7602016,-5,1984
75,GTM,Guatemala,-0.7694296,-15,1984
76,PRY,Paraguay,-0.7957188,-1,1984
77,SAU,Saudi Arabia,-0.8375739,26,1984
78,OMN,Oman,-0.8393816,-53,1984
79,HND,Honduras,-0.8543562,-15,1984
80,NIC,Nicaragua,-0.9235159,8,1984
81,ETH,Ethiopia,-0.9264171,2,1984
82,SDN,Sudan,-0.9420277,4,1984
83,SLV,El Salvador,-1.003622,-17,1984
84,GAB,Gabon,-1.03539,10,1984
85,IDN,Indonesia,-1.036383,0,1984
86,TZA,Tanzania,-1.110542,-2,1984
87,ECU,Ecuador,-1.154673,2,1984
88,MLI,Mali,-1.173308,-7,1984
89,MDG,Madagascar,-1.332427,-2,1984
90,IRN,Iran,-1.336667,6,1984
91,LBR,Liberia,-1.416003,4,1984
92,MWI,Malawi,-1.484404,-1,1984
93,LAO,Lao PDR,-1.522566,-14,1984
94,GHA,Ghana,-1.602237,-4,1984
95,UGA,Uganda,-1.604468,-2,1984
96,CIV,Cote d'Ivoire,-1.640175,-18,1984
97,AGO,Angola,-1.938774,-5,1984
98,PNG,Papua New Guinea,-1.949821,4,1984
99,COG,Congo,-2.038642,-2,1984
100,CMR,Cameroon,-2.041878,-1,1984
101,NGA,Nigeria,-2.12166,0,1984
102,GIN,Guinea,-2.223536,-2,1984
103,KHM,Cambodia,-2.402294,-64,1984
1,JPN,Japan,2.142861,0,1985
2,CHE,Switzerland,1.993115,2,1985
3,SWE,Sweden,1.965777,-1,1985
4,GBR,United Kingdom,1.905187,-1,1985
5,USA,United States,1.822614,3,1985
6,AUT,Austria,1.804873,0,1985
7,FRA,France,1.790032,-2,1985
8,ITA,Italy,1.772178,-1,1985
9,FIN,Finland,1.733905,0,1985
10,BEL,Belgium,1.6462,1,1985
11,DNK,Denmark,1.618081,-1,1985
12,IRL,Ireland,1.462644,0,1985
13,NLD,Netherlands,1.418903,0,1985
14,ESP,Spain,1.369025,1,1985
15,BGR,Bulgaria,1.287568,5,1985
16,ISR,Israel,1.273397,1,1985
17,NOR,Norway,1.232557,-3,1985
18,HUN,Hungary,1.204215,-2,1985
19,POL,Poland,1.202206,-1,1985
20,ROU,Romania,1.142174,-1,1985
21,KOR,"Korea, Rep.",1.13838,0,1985
22,CAN,Canada,1.007648,0,1985
23,PRT,Portugal,0.9726218,0,1985
24,HKG,Hong Kong,0.9373724,0,1985
25,SGP,Singapore,0.7764791,1,1985
26,NZL,New Zealand,0.7615603,2,1985
27,URY,Uruguay,0.7433498,2,1985
28,KWT,Kuwait,0.6834179,-1,1985
29,MEX,Mexico,0.6660442,7,1985
30,TUR,Turkey,0.607496,14,1985
31,JOR,Jordan,0.5730611,-6,1985
32,GRC,Greece,0.505999,2,1985
33,QAT,Qatar,0.4806359,-3,1985
34,BRA,Brazil,0.4758266,-3,1985
35,CHN,China,0.4385687,0,1985
36,PAN,Panama,0.4293741,3,1985
37,IND,India,0.4148794,1,1985
38,TUN,Tunisia,0.4058857,2,1985
39,LBN,Lebanon,0.3882554,-7,1985
40,ARE,United Arab Emirates,0.3508747,9,1985
41,AUS,Australia,0.2541088,-4,1985
42,COL,Colombia,0.2534616,5,1985
43,ARG,Argentina,0.1906621,2,1985
44,PER,Peru,0.1765243,4,1985
45,ALB,Albania,0.1621746,-2,1985
46,ZAF,South Africa,0.1500231,-13,1985
47,MUS,Mauritius,0.1267578,4,1985
48,MAR,Morocco,0.0917549,5,1985
49,MNG,Mongolia,0.0837041,1,1985
50,THA,Thailand,0.0594134,5,1985
51,PAK,Pakistan,0.0413111,1,1985
52,VEN,Venezuela,0.026178,-11,1985
53,MYS,Malaysia,0.0129709,-7,1985
54,CHL,Chile,-0.0025713,-12,1985
55,DOM,Dominican Republic,-0.0233029,9,1985
56,TTO,Trinidad and Tobago,-0.0565461,2,1985
57,DZA,Algeria,-0.0620896,6,1985
58,PHL,Philippines,-0.0944691,2,1985
59,SAU,Saudi Arabia,-0.1401628,18,1985
60,MOZ,Mozambique,-0.1729462,-6,1985
61,VNM,Viet Nam,-0.1787709,1,1985
62,CRI,Costa Rica,-0.2066,5,1985
63,CUB,Cuba,-0.2529744,-2,1985
64,SYR,Syrian Arab Republic,-0.2867844,-7,1985
65,MLI,Mali,-0.3947087,23,1985
66,OMN,Oman,-0.4089803,12,1985
67,LKA,Sri Lanka,-0.4105425,-2,1985
68,ZMB,Zambia,-0.4255506,-12,1985
69,KHM,Cambodia,-0.4421096,34,1985
70,EGY,Egypt,-0.4481128,-11,1985
71,BGD,Bangladesh,-0.4971765,-5,1985
72,ZWE,Zimbabwe,-0.6289685,1,1985
73,GTM,Guatemala,-0.6394017,2,1985
74,JAM,Jamaica,-0.6526133,-3,1985
75,ETH,Ethiopia,-0.6755884,6,1985
76,KEN,Kenya,-0.7142524,-4,1985
77,LBY,Libya,-0.8161622,-9,1985
78,SLV,El Salvador,-0.8202239,5,1985
79,MRT,Mauritania,-0.854815,-10,1985
80,SDN,Sudan,-0.8673012,2,1985
81,HND,Honduras,-0.9170455,-2,1985
82,IDN,Indonesia,-0.9249457,3,1985
83,SEN,Senegal,-0.9742547,-13,1985
84,BOL,Bolivia,-1.013968,-10,1985
85,NIC,Nicaragua,-1.014191,-5,1985
86,PRY,Paraguay,-1.144409,-10,1985
87,TZA,Tanzania,-1.181902,-1,1985
88,ECU,Ecuador,-1.253874,-1,1985
89,IRN,Iran,-1.287126,1,1985
90,GIN,Guinea,-1.356754,12,1985
91,MDG,Madagascar,-1.406967,-2,1985
92,GHA,Ghana,-1.453944,2,1985
93,GAB,Gabon,-1.468004,-9,1985
94,MWI,Malawi,-1.542654,-2,1985
95,COG,Congo,-1.643302,4,1985
96,CIV,Cote d'Ivoire,-1.6481,0,1985
97,PNG,Papua New Guinea,-1.665619,1,1985
98,AGO,Angola,-1.851295,-1,1985
99,UGA,Uganda,-1.935095,-4,1985
100,CMR,Cameroon,-1.988655,0,1985
101,LBR,Liberia,-2.082163,-10,1985
102,NGA,Nigeria,-2.46367,-1,1985
103,LAO,Lao PDR,-2.782577,-10,1985
1,JPN,Japan,2.277093,0,1986
2,SWE,Sweden,2.09164,1,1986
3,CHE,Switzerland,2.070663,-1,1986
4,GBR,United Kingdom,1.986417,0,1986
5,AUT,Austria,1.89436,1,1986
6,FRA,France,1.854301,1,1986
7,ITA,Italy,1.832208,1,1986
8,USA,United States,1.819934,-3,1986
9,FIN,Finland,1.776304,0,1986
10,BEL,Belgium,1.667175,0,1986
11,DNK,Denmark,1.64497,0,1986
12,IRL,Ireland,1.626112,0,1986
13,NLD,Netherlands,1.47101,0,1986
14,ESP,Spain,1.414103,0,1986
15,ISR,Israel,1.341685,1,1986
16,NOR,Norway,1.327402,1,1986
17,POL,Poland,1.31814,2,1986
18,BGR,Bulgaria,1.290356,-3,1986
19,KOR,"Korea, Rep.",1.167167,2,1986
20,HUN,Hungary,1.136035,-2,1986
21,ROU,Romania,1.056934,-1,1986
22,HKG,Hong Kong,1.037362,2,1986
23,CAN,Canada,1.037261,-1,1986
24,PRT,Portugal,0.9432517,-1,1986
25,MEX,Mexico,0.8324488,4,1986
26,SGP,Singapore,0.7995873,-1,1986
27,NZL,New Zealand,0.7813322,-1,1986
28,URY,Uruguay,0.7764002,-1,1986
29,JOR,Jordan,0.6156635,2,1986
30,BRA,Brazil,0.6068707,4,1986
31,TUR,Turkey,0.4987793,-1,1986
32,QAT,Qatar,0.4758488,1,1986
33,GRC,Greece,0.4668886,-1,1986
34,CHN,China,0.4303783,1,1986
35,TUN,Tunisia,0.3980525,3,1986
36,ARE,United Arab Emirates,0.3632159,4,1986
37,VEN,Venezuela,0.3193746,15,1986
38,ARG,Argentina,0.3097226,5,1986
39,MNG,Mongolia,0.2720518,10,1986
40,PAN,Panama,0.2297615,-4,1986
41,AUS,Australia,0.2263693,0,1986
42,KWT,Kuwait,0.1836662,-14,1986
43,IND,India,0.1805641,-6,1986
44,SAU,Saudi Arabia,0.173936,15,1986
45,PER,Peru,0.1618068,-1,1986
46,LBN,Lebanon,0.1495326,-7,1986
47,ZAF,South Africa,0.0904266,-1,1986
48,ALB,Albania,0.076155,-3,1986
49,MOZ,Mozambique,0.0699364,11,1986
50,CHL,Chile,0.0627895,4,1986
51,TTO,Trinidad and Tobago,0.0579322,5,1986
52,MYS,Malaysia,0.047103,1,1986
53,THA,Thailand,0.0462382,-3,1986
54,PAK,Pakistan,0.0268103,-3,1986
55,COL,Colombia,-0.0149734,-13,1986
56,MAR,Morocco,-0.0243453,-8,1986
57,MUS,Mauritius,-0.0299279,-10,1986
58,DOM,Dominican Republic,-0.0497106,-3,1986
59,PHL,Philippines,-0.0941244,-1,1986
60,BGD,Bangladesh,-0.246278,11,1986
61,VNM,Viet Nam,-0.3109521,0,1986
62,SYR,Syrian Arab Republic,-0.3743653,2,1986
63,EGY,Egypt,-0.3782373,7,1986
64,LKA,Sri Lanka,-0.413866,3,1986
65,CRI,Costa Rica,-0.4160307,-3,1986
66,JAM,Jamaica,-0.5190897,8,1986
67,CUB,Cuba,-0.5746251,-4,1986
68,SLV,El Salvador,-0.5968972,10,1986
69,DZA,Algeria,-0.6309638,-12,1986
70,ZWE,Zimbabwe,-0.6347018,2,1986
71,ETH,Ethiopia,-0.6565388,4,1986
72,SEN,Senegal,-0.6701186,11,1986
73,IDN,Indonesia,-0.7422242,9,1986
74,LBY,Libya,-0.7485175,3,1986
75,KHM,Cambodia,-0.7921357,-6,1986
76,GTM,Guatemala,-0.7922249,-3,1986
77,ZMB,Zambia,-0.8000693,-9,1986
78,KEN,Kenya,-0.8005491,-2,1986
79,HND,Honduras,-0.8414558,2,1986
80,BOL,Bolivia,-0.9025257,4,1986
81,OMN,Oman,-0.9242734,-15,1986
82,MLI,Mali,-0.9775882,-17,1986
83,PRY,Paraguay,-1.023193,3,1986
84,MRT,Mauritania,-1.08838,-5,1986
85,TZA,Tanzania,-1.146973,2,1986
86,GHA,Ghana,-1.150655,6,1986
87,SDN,Sudan,-1.159024,-7,1986
88,ECU,Ecuador,-1.227983,0,1986
89,IRN,Iran,-1.244943,0,1986
90,GAB,Gabon,-1.336889,3,1986
91,LBR,Liberia,-1.376166,10,1986
92,MWI,Malawi,-1.427941,2,1986
93,MDG,Madagascar,-1.439657,-2,1986
94,NIC,Nicaragua,-1.461193,-9,1986
95,CIV,Cote d'Ivoire,-1.54131,1,1986
96,LAO,Lao PDR,-1.585944,7,1986
97,UGA,Uganda,-1.817369,2,1986
98,COG,Congo,-1.856535,-3,1986
99,GIN,Guinea,-1.869591,-9,1986
100,NGA,Nigeria,-1.892465,2,1986
101,PNG,Papua New Guinea,-1.902843,-4,1986
102,CMR,Cameroon,-1.992221,-2,1986
103,AGO,Angola,-2.312914,-5,1986
1,JPN,Japan,2.260914,0,1987
2,SWE,Sweden,2.063075,0,1987
3,CHE,Switzerland,2.03451,0,1987
4,GBR,United Kingdom,1.938994,0,1987
5,AUT,Austria,1.909982,0,1987
6,FRA,France,1.874722,0,1987
7,ITA,Italy,1.803419,0,1987
8,FIN,Finland,1.781549,1,1987
9,USA,United States,1.748855,-1,1987
10,DNK,Denmark,1.652893,1,1987
11,BEL,Belgium,1.627452,-1,1987
12,NLD,Netherlands,1.551574,1,1987
13,IRL,Ireland,1.470788,-1,1987
14,ESP,Spain,1.375383,0,1987
15,POL,Poland,1.312115,2,1987
16,NOR,Norway,1.293481,0,1987
17,BGR,Bulgaria,1.273284,1,1987
18,ISR,Israel,1.253645,-3,1987
19,HUN,Hungary,1.171966,1,1987
20,CAN,Canada,1.128783,3,1987
21,KOR,"Korea, Rep.",1.088958,-2,1987
22,ROU,Romania,1.088512,-1,1987
23,HKG,Hong Kong,1.049212,-1,1987
24,MEX,Mexico,0.9842591,1,1987
25,PRT,Portugal,0.886969,-1,1987
26,SGP,Singapore,0.8703541,0,1987
27,URY,Uruguay,0.7861194,1,1987
28,NZL,New Zealand,0.7039601,-1,1987
29,TUR,Turkey,0.6286297,2,1987
30,BRA,Brazil,0.5520497,0,1987
31,JOR,Jordan,0.5382133,-2,1987
32,KWT,Kuwait,0.5185856,10,1987
33,CHN,China,0.4754473,1,1987
34,AUS,Australia,0.4737847,7,1987
35,LBN,Lebanon,0.4615216,11,1987
36,TUN,Tunisia,0.3627028,-1,1987
37,GRC,Greece,0.3491008,-4,1987
38,IND,India,0.3181474,5,1987
39,ARG,Argentina,0.3168641,-1,1987
40,ALB,Albania,0.2518218,8,1987
41,ZAF,South Africa,0.229717,6,1987
42,VEN,Venezuela,0.2201431,-5,1987
43,ARE,United Arab Emirates,0.1878842,-7,1987
44,COL,Colombia,0.1457947,11,1987
45,THA,Thailand,0.1432395,8,1987
46,PER,Peru,0.1330184,-1,1987
47,CHL,Chile,0.0954759,3,1987
48,MYS,Malaysia,0.0675197,4,1987
49,MNG,Mongolia,0.0477001,-10,1987
50,QAT,Qatar,-0.0187213,-18,1987
51,MOZ,Mozambique,-0.0441,-2,1987
52,MAR,Morocco,-0.1105739,4,1987
53,PAN,Panama,-0.1335781,-13,1987
54,PHL,Philippines,-0.1632483,5,1987
55,DOM,Dominican Republic,-0.1643529,3,1987
56,MUS,Mauritius,-0.1652121,1,1987
57,CRI,Costa Rica,-0.2213835,8,1987
58,PAK,Pakistan,-0.2889922,-4,1987
59,SAU,Saudi Arabia,-0.2915698,-15,1987
60,CUB,Cuba,-0.3108739,7,1987
61,EGY,Egypt,-0.3362369,2,1987
62,ZMB,Zambia,-0.341247,15,1987
63,LKA,Sri Lanka,-0.3656281,1,1987
64,KHM,Cambodia,-0.3961798,11,1987
65,DZA,Algeria,-0.4066687,4,1987
66,TTO,Trinidad and Tobago,-0.4134753,-15,1987
67,ZWE,Zimbabwe,-0.4185524,3,1987
68,SYR,Syrian Arab Republic,-0.4526078,-6,1987
69,OMN,Oman,-0.4530876,12,1987
70,BOL,Bolivia,-0.4843758,10,1987
71,BGD,Bangladesh,-0.4906691,-11,1987
72,VNM,Viet Nam,-0.4961479,-11,1987
73,LBY,Libya,-0.5589697,1,1987
74,JAM,Jamaica,-0.5723151,-8,1987
75,SLV,El Salvador,-0.6121506,-7,1987
76,SEN,Senegal,-0.7543198,-4,1987
77,IDN,Indonesia,-0.7870362,-4,1987
78,GTM,Guatemala,-0.8257782,-2,1987
79,ETH,Ethiopia,-0.8406746,-8,1987
80,PRY,Paraguay,-0.8484074,3,1987
81,IRN,Iran,-0.8811238,8,1987
82,HND,Honduras,-0.9028158,-3,1987
